ID	X1	X2	X6	X8	X9	X10	X11	X13	X14	X15	X16	X17	X18	X19	X20	X22	X23	X25	X27	X30	X31	X32	X33	X34	X35	Kabul
X597	0.464	4.3435	19.1637			10	0.27	0.15		2.8422	4.1365	3	2	9.4741	0.6	3.2828	2.15	0.5			1.5569			54.4596	63.4697	0
X598	0.464	4.3435	20.8106			10	0.09	0.15		2.9303	4.1365	3	2	9.7675	0.6	3.3844	2.15	0.5			1.5569			56.1162	65.4197	0
X599	0.245	4.3435	10.1188			6.5		0.15		1.7664	3.0779	2.5	1.5	5.888	0.6	2.0402	0.65	0.5						33.9918	39.6348	0
X600	0.35	2.7891	59.8771			5.9				7.4966		3.6	2	23.0896	0.5	11.3047		2.111				0.3		96.2285	118.9681	0
X601	0.28	2.4842	39.3082			6.5				5.0933		5	2	15.4214	1	8.2582		1.5421				0.3		71.766	86.9074	0
X602	0.265	3.4611	12.3139			8		1.8725		3.8648		3	1.5	8.5025	1	2.89		1.5304					7.5	47.1977	55.4352	0
X603	0.21	3.2684	9.8028			5				1.5591	0.8112	3	1.5	6.5483	1	2.1825	6.8	0.3929						35.5269	41.8652	0
X604	0.52	3.4322	23.941			10				3.5313	8.7532	4.5	2	14.8315	1	5.0412	17	2.6697						82.3886	96.7001	0
X605	0.245	4.14	9.9572			8		0.15		1.6206		2.5	1.5	4.2277	0.5	1.8718		0.8976			1.4375			32.8197	36.8024	0
X606	0.305	5.7078	10.9517			6.5				1.43	1.3398	2.5	1.2	6.0059	0.4			1						31.3343	37.0352	1
X607	0.303	5.6328	10.8799			6.5				1.5207	3.3013	2.5	1.2	6.3869	0.4			1						33.2377	39.3216	1
X608	0.3	4.027	10.4507			10	0.7568			1.8399	6.1632	2.5	2.5	7.7275	0.4			1						39.9376	47.3651	1
X609	0.6	4.142	21.8659		2.2	14.8	0.5372		2.7	3.1793	11.9405	2.5	2.5	13.353	0.4			1						68.3649	81.1179	1
X610	0.4	1.38	18.9256			8.6			4.7	2.2683	5.2	3	2.3	8.0978	0.5			2.2293	0.76					50.2632	57.961	1
X611	0.41	1.38	18.6527			8				2.4266	13.589	3.5	2	10.1917	0.5			1.8345	0.91					53.2028	62.9845	1
X612	0.285	4.58	19.22			8.4	0.435			2.2566	4	4	2	9.4777	0.5			2.8433	0.79		1.2068			50.5167	59.7094	0
X613	0.665	2.4	26.6232		0.75	11				8.215	2.8625	2.5	1.5	16.2657	0.6			3.1989					33.9145	94.2291	109.8298	0
X614	0.54	2.4	21.6188			10				6.4574	4.4548	3	2.5	12.7856	0.6			2.5145					20	74.0855	86.3311	0
X615	0.25	2.4	10.312		6.1872	6				3.5267		2.5	1.5	6.9829	0.6			1.3733					5.7678	40.417	47.1499	0
X616	0.4	2.4	16.014			8				6.127	6.1623	3	2.5	12.1314	0.6		6	2.3858					16.5934	70.1825	81.9139	0
X617	0.765	3.4	30.6267		7.3397	11				7.4551		5	1.5	14.7612	0.6			2.903					15.085	85.6745	99.6707	0
X618	0.485	2.4	19.4169			12				7.0862	6.5435	3	2.8	14.0307	0.6		6	2.7594					18.1019	81.1929	94.7386	0
X619	0.175	2.4	6.7938			4				3.4635	0.5914	2.5	1.25	6.8578	0.6			1.3487					16.5	39.6224	46.3052	0
X620	0.325	2.4	12.6171			4				3.9867		2.5	1.25	7.8937	0.6			1.5524					16.5	45.7312	53.2999	0
X621	0.593	2.4	23.7407			11				5.3186	0.0715	5	1.5	10.5308	0.6			2.0711					8.8735	61.1684	71.1062	0
X622	0.2	2.4	8.2496		6.0659	6				3.7349	0.66	3	1.5	7.3951	0.6			1.4544					8.8735	42.7383	49.9334	0
X623	0.26	2.4	10.7245			9				3.6923	0.825	3	1.5	7.3108	0.6			1.4378					8.8735	42.3131	49.3639	0
X624	0.94	3.2979	41.3391			12		1.7747		3.9253	14.8438	2.5	1.5	16.4862	0.6	5.6036		2.9675					0.65	91.9419	107.4881	1
X625	1.55	13.1057	70.6665			15				5.6004		6.5	1.5	21.1694	0.6			3.2623	1.3726					119.1575	138.7769	0
X626	1.15	1.38	89.0724			20			7	7.7015	27.8476	3.5	3.5	32.3463	0.8			9.7039	0.93					172.5854	203.7817	1
X627	0.645	6.2024	29.1263			11				3.6823	6.7171	4	1.5	15.4656	0.6	5.1547	14.5	0.9279						84.0557	98.8763	0
X628	1.25	2.3407	32.2849			5				2.3059	1.2914	2.7	1.5	12.59	1	3.3893		0.6101						53.6723	65.0123	1
X629	0.165	0	0		0.85	3.75				0.2171	0	1	1.25	0.7453	0.35			0.036	0					7.6181	8.1984	0
X630	0.102	0.5904	3.5531		0.85	5				0.3995	0.3897	1	1.25	1.3715	0.35			0.0662	0.2657					13.8166	15.0861	0
X631	0.09	0	0		0.85	3				0.1945	0	1	1.25	0.6677	0.35			0.0323	0					6.7668	7.3445	0
X632	0.34	4.1988	12.9098			11	0.28	0.15		6.8559	1.8924	3	2.5	7.4521	0.4	3.5194		0.5			2.7464		10.603	60.8957	68.0078	0
X633	0.26	4.16	9.7932			9.5	0.14	0.15		5.7611	1.9654	3	2	6.262	0.5	2.9573		0.5			2.0915		8.4467	51.2252	57.2272	0
X634	0.26	4.16	9.7932			10	0.14	0.15		5.7675	1.1118	3	2.5	6.269	0.4	2.9606		0.5			2.0915		8.4467	51.2813	57.2903	0
X635	0.575	4.5656	28.0164			9				6.5584	7.9023	5	1.5	14.4285	0.6	4.809	2.5	0.8657					6.5	78.3924	92.2459	0
X636	0.27	4.5293	12.5371		0.75	10	0.255			2.5562	2.5	3.025	2.25	11.6809	1	2.684	1	0.5062			0.09		1	44.9528	56.3637	0
X637	0.8	6.5293	30.1819			15				15.4107	7.362	8	2.25	19.5617	1	6.6977	2.5	1.1737			0.09		24.8955	121.8908	140.6525	0
X638	0.95	4.804	54.2516			13		1.7783		4.5421	8.6572	5	2	19.0766	0.6	6.4841		3.4338					0.75	106.2511	124.3777	0
X639	0.285	2.2563	33.6752			5				2.3674	1.2163	2.7	1.5	17.4003	1	3.7283		0.6712						54.3997	71.515	0
X640	0.65	1.455	31.6821			15	2.2			3.7249	8.2155	5	2.5	14.2365	0.5		3	1.8492	0.75		3.5448		0.65	80.7215	94.308	0
X641	0.62	0.535	32.3199			18			3.5	4.208	17.2154	5	1.8	15.9061	0.5		2.5	2.0855	1.08		0.709		1	91.0728	106.3589	0
X642	0.305	3.808	12.5552			7	0.12	0.15		1.8264	2.983	2	1.5	4.7646	0.4	2.1095	0.5	1.0116			0.7475			37.0162	41.4758	0
X643	0.3	3.808	11.3651			7	0.12	0.15		1.758	2.983	2	1.5	4.586	0.4	2.0305	0.5	0.9737			0.7475			35.6358	39.9218	0
X644	0.3	3.7658	13.7046			7	0.12	0.15		1.9324	3.7512	2	1.5	5.041	0.4	2.2319	0.5	1.0703			0.715			39.1412	43.8822	1
X645	0.3	3.808	12.0431			7	0.12	0.15		1.8484	3.8778	2	1.5	4.822	0.4	2.1349	0.5	1.0238			0.7475			37.4535	41.9755	0
X646	0.26	4.0772	9.6852			8	0.14	0.15		5.2663	2.0777	3	2	5.7242	0.5	2.7033		0.5			0.9651		7.5661	46.8909	52.3551	0
X647	1	2.7616	23.2528		5.5565	10				2.7181	4.8906	4.5	2.5	17.1239	0.6	7.9472		1.4841				0.3		67.5109	83.6348	0
X648	0.38	4.2664	14.6618			10	0.35	0.15		7.1413	1.1943	3	2.5	7.7623	0.4	3.6659		0.5			3.5242		11.702	63.4359	70.8182	1
X649	0.285	3.7881	9.939			9	0.21	0.15		5.5907	1.4796	3	2.5	6.0769	0.4	2.8699		0.5			2.2593		7.7864	49.758	55.5499	0
X650	0.27	4.0092	10.4176			9	0.21	0.15		5.9048	2.3419	3	2.5	6.4182	0.4	3.0311		0.5			2.3656		8.3938	52.494	58.6422	1
X651	0.225	2.7816	9.2901		5.608	6				1.579		4.5	2.5	13.7609	0.6	5.0251		0.9384				0.3		39.3472	52.8831	1
X652	0.47	1.3421	18.634			10.5				2.7645	7.49	5	2	11.6107	0.5	6.7505	8	1.3933	1.823					66.6674	77.8081	0
X653	0.78	2.729	35.2356			19.6				4.1175	6.45	3.5	2.8	17.2935	0.5		9	5.1881	0.51		1.1755		0.85	92.4357	108.9492	0
X654	0.7	3.729	34.9724			19.6			7	4.4478	13.1199	3.5	2.8	18.6809	0.5		1.2	5.6043	0.51		1.1755		0.85	99.7089	117.6898	0
X655	0.57	0.529	28.4775			13				3.0183	8.1238	3.5	2.5	12.6768	0.5		1.2	3.803	0.51		1.1755		0.85	67.7571	79.8639	0
X656	0.6	5.385	29.9764			15				3.4831	9.0647	3.5	2.5	14.6289	0.5		1.2	4.3887	0.51		1.1755		0.85	78.1334	92.1623	0
X657	0.635	3.1903	35.2422			10		1.7101		3.4197	9.9013	5	2	14.3627	0.6	4.8819		2.5853					0.75	79.9158	93.6435	0
X658	0.15	2.6694	10.0763		2.6	6				1.6873		4.5	2.5	14.1732	0.6	5.3128	3.5	0.9921				0.3	1	41.8879	55.9111	0
X659	0.3	3.9598	10.0297			8	0.808			1.5926	3.6832	2.1	2.5	6.6887	0.4			1			0.1704	0.2		34.7437	41.1324	0
X660	0.275	4.7246	9.9983			7.5	0.9	0.15		1.9441	4.7322	2.5	1.5	6.2079	0.4	2.2454		0.2154			0.2681			37.3531	43.286	1
X661	0.305	4.4496	11.089			9.5	0.3	0.15		2.1713	2.6731	3.5	2	6.4678	0.5	2.5079	1.75	0.2405			1.0472			42.1836	48.3464	1
X662	0.285	3.9496	10.3618			10	0.9	0.15		2.1556	4.902	3.5	2.7	5.9465	0.5	2.4897		0.2388			0.2025			42.335	47.9965	1
X663	0.27	3.6996	10.4397			8.5	0.3	0.15		2.1645	3.6	3.5	2	6.6034	0.5	2.5	3.5	0.2398			0.4965			41.8601	48.1935	1
X664	0.295	4.2696	10.7254			9	0.45	0.15		2.1569	3.9	2.5	2.7	6.9786	0.5	2.4912	1.5	0.2389			0.4634			41.3404	48.024	1
X665	0.275	3.6996	10.6331			9	0.3	0.15		2.1304	4.5568	2.5	1.9	8.7112	0.5	2.4606		0.236			0.6563			38.9978	47.434	1
X666	0.545	2.8831	21.5275			12		1.5258		2.8241	5.945	7.5	1.5	14.8264	0.6	8.0174	2	2.224					1	70.0919	84.3733	1
X667	0.58	3.5689	22.526			6				2.1252	6.4083	2	1.5	6.6943	0.5			1						46.2084	52.3227	1
X668	0.225	2.6026	8.3369		4.0095	6				1.4425		4.5	2.5	20.9011	0.6	5.4827		1.0239				0.3		37.0231	57.6992	1
X669	0.225	2.6026	8.3369		2.8	4.5				1.307		4.5	2.5	23.4668	0.6	5.4528		1.0183				0.3		34.1426	57.3844	1
X670	0.365	4.1636	12.8435		1	8		0.2		7.429	3.9311	5	2.2	10.2159	0.5	3.8136		0.613	0.48				12.7615	63.3003	73.1512	1
X671	0.95	4.3511	55.8186			10		1.2053		3.625	10.9001	5	2	10.8388	0.6	5.9533		3.1527					0.75	104.3061	114.1949	1
X672	0.43	3.5951	16.3171			8				1.9106	4.5	2.8	2	10.0307	0.5			1				0.5		41.5528	51.1535	1
X673	0.79	5.9215	29.8235			11				3.0103	4.6615	5	2.5	12.6434	0.8			1				0.5		65.0068	76.8602	1
X674	0.23	2.4919	32.3981			5.5				4.2471		4	2	10.2874	0.5	6.6107		1.2345				0.3		59.5123	69.5697	1
X675	0.205	1.73	8.9175			6				1.1633	0.819	3	1.2	4.886	0.4	1.6285	1.2	0.2932						26.5565	31.2375	1
X676	0.22	1.7849	9.57			6				1.2037	0.819	3	1.2	8.8472	0.4	1.8956	1.3	0.3412						27.7344	36.3616	1
X677	0.23	1.7446	19.6452			5.6				1.649	1.2401	3	1	8.6572	0.4	2.4045		0.4329					0.35	37.6963	46.1235	1
X678	0.235	3.6016	11.75			8	0.21	0.15		1.9937	3.6796	3	2.5	5.2011	0.4	2.3028		0.5			1.3825			39.7052	44.6713	1
X679	0.64	4.767	28.0807		3.2	8.5				2.4774		2.5	2	15.6075	0.5			0.6763						53.3414	68.3089	1
X680	0.55	4.737	23.5023			6				2.1806	5.372	2	1.5	6.8688	0.5			1						47.3419	53.6607	1
X681	0.3	3.4941	19.2			8	0.3	0.15		2.3425	3.9372	2	2	6.1108	0.75	2.7056		0.2595			0.9075			46.3464	52.1572	1
X682	0.63	5.3854	22.4237			8.8				2.1804	2.1993	2.8	1.5	9.1578	0.5			1						47.4188	55.9466	1
X683	0.34	3.7432	12.0429		3	6.5				1.7909	4.1313	2.8	2	9.4021	0.6			1					1	38.9483	48.0104	1
X684	0.415	3.7432	14.6994		5.5	5.5				2.1471	6.5	3	2	11.2724	1			1					1	46.5047	57.3621	1
X685	0.435	3.5132	15.0027			6				1.4759	0.7016	2	1.8	6.1987	0.5			1						32.4284	38.1921	1
X686	0.24	3.7557	18.5404			8.5	0.7724			2.1701	5.5	2.5	2.8	9.1145	0.6			1			0.4338			46.8124	55.6869	1
X687	0.69	6.0082	26.0189			12			2.75	2.9874	5.3705	5	2	12.547	0.6			1						64.425	76.282	1
X688	0.215	3.8302	7.4283			10	0.7724			2.0061	11.1568	2.8	3	8.4255	0.7			1			0.4338			43.3426	51.5531	1
X689	0.67	4.5644	28.1271			10				2.8342	7.3915	4	2	11.9034	0.6			1						61.1872	72.4206	1
X690	0.72	4.8382	26.5186			12.5				3.0439	9.4216	5	2	12.7845	0.6			1						65.6423	77.7068	1
X691	1.4	5.7265	45.8248			15			6.5	4.5189	8.0542	6	2	18.9794	0.6			1			0.6725			97.2969	114.8763	1
X692	0.53	2.4194	17.9338			8				2.5903	6.2521	4	1.5	17.2434	0.5	7.6725	10.9	1.4328				0.3		64.0309	80.7443	1
X693	0.26	2.0874	8.7676		1.8	4.5				1.6933	1.0116	3	1.5	10.668	0.5	4.951	10.4	0.9246				0.3		41.6955	52.1035	1
X694	0.192	1.7442	14.6393			5.25				1.3672	1.7598	2	1.2	12.9197	0.4	2.3126		0.4163					0.35	31.6314	44.3591	1
X695	0.31	3.5064	12.3236			9.5	0.3	0.15		1.6658	3.9	2.2	2	6.3527	0.5	2.3821		0.2285			0.9126			39.879	45.9217	1
X696	0.25	3.8209	8.4433		3	10		0.2		2.2051	1.2	5	2	7.2776	1	2.5469	0.5	0.4367	0.48		0.144		0.6	41.8269	48.8545	1
X697	0.23	6.4992	9.545		5.2152	8.5		0.2		2.4116	2.52	3.6	1.6	7.9591	1	2.7854		0.4775	0.48		0.036		0.6	45.6999	53.429	1
X698	0.65	4.3831	26.975		1	15		1.5258		3.2899	5.315	9.5	1.5	17.2722	0.6	9.3399		2.5908						81.6695	98.2917	1
X699	0.265	3.8441	8.5073			9	0.21	0.15		5.3128	2.0695	3	2.5	5.7748	0.4	2.7273		0.2			2.1212		6.6968	47.004	52.5138	1
X700	0.64	4.8382	24.0633			10				2.6786	7.0695	5	2	11.2499	0.6			1						57.8896	68.4995	1
X701	0.35	3.4801	12.5945			7.5				1.6437	3.5	2.8	2	8.6296	0.5			1				0.5		35.8683	44.1479	1
X702	0.665	13.9204	27.4646			25		0.5		4.7037	11.6893	12	2.5	31.609	1	13.9644		2.6077						116.0151	146.9591	1
X703	0.635	13.9204	26.2256			18				3.8647	4.5475	11	2.6	24.3475	1	11.2997		2.1101						95.203	118.9155	1
X704	0.195	2.872	9.36			7		1.5191		1.4176		5	2	8.9306	0.6	4.1853		1.161						35.31	44.0456	1
X705	0.22	4.8633	9.57			8				1.4926	0.819	5	1.2	8.7766	0.4	2.2287		0.4012						34.1948	42.7514	1
X706	0.71	4.5445	29.398			12		1.3275		3.3223	13.2252	4	1.5	13.9535	0.45	4.6967		1.6744						76.8486	90.0921	1
X707	0.295	3.6296	10.4009		1.6	9	0.3	0.15		3.0824	4.4434	5	2.5	20.5496	0.4	3.5602	3	0.6829			0.6753			48.7197	68.9743	1
X708	0.295	4.9472	13.57			9	0.24	0.11		2.1367	2.96	2.5	2.4	5.574	0.75	2.4679		0.2367			0.6831			42.2966	47.5756	1
X709	0.235	4.1741	7.4493			9	0.21	0.15		1.7437	10.2805	2.7	2.5	5.3536	0.4	2.4935		0.5			1.376			43.2121	48.3307	1
X710	0.28	4.0634	9.2597			9.5	0.225	0.15		2.0399	3.8126	2.8	2.5	5.6273	0.4	2.3561		0.25			1.9601		0.5	40.0968	45.4441	1
X711	0.28	4.9247	11.3586			10	0.8708			1.9567	4.3113	2.8	3	8.2183	0.7			1			0.4889	0.6803		42.3713	50.3096	1
X712	0.5	3.634	26.8669			30			6.8	4.7414	14.1821	8	3	19.9139	0.75				1.595					100.0694	119.4833	1
X713	0.22	1.9072	14.0387			5		6.3692		1.6782	1.1487	3	1.25	6.3436	0.5	2.3558		1.2476					0.35	39.0654	45.189	1
X714	0.66	5.3663	26.07			15		1.5144	23.3978	4.0224		7	1.5	18.1612	0.6	5.8141		3.079						94.024	111.5252	1
X715	0.8	4.973	32.8			10		0.75		2.8012	0.4	5	1.5	11.1766	0.6	3.9655		2.1						65.6897	76.0663	1
X716	0.27	3.484	10.194			10	1			1.8906	5.0342	5	2	8.7346	0.5	2.672		0.1453		0.6				42.7901	51.2547	1
X717	0.28	4.6814	11.4884			11	0.8804			2.366	11.0874	3	3	8.4466	1			1			0.4943	0.6878		50.9657	59.1323	1
X718	0.4	4.2247	21.7969			8.5	0.8708			2.3531	3.5	3	3	8.8946	1			1			0.4889	0.6803		50.8147	59.3093	1
X719	0.39	4.3444	17.5786			8.5				1.8128	0.8451	2	1.8	5.7103	0.5			1				0.6878		39.4587	44.779	1
X720	0.33	4.3077	13.8048			7.5				1.7496	3.5	2.5	2	5.5114	0.7			1				0.6803		38.0724	43.2538	1
X721	0.53	2.8643	21.73			10		1.5144		2.8549	13.8898	5	1.5	12.5902	0.6	4.1096		2.1763						66.7693	78.8295	1
X722	1.305	3.6019	12.9253			5				1.3709	0.07	2.5	2	5.758	0.7			1				0.6217		31.0948	35.5478	1
X723	0.705	7.9594	30.2214			13				3.1888	4.308	5	2	13.3931	0.6			1				0.6878		68.6704	81.3585	1
X724	0.725	5.0894	30.6348			17			5.2	3.7972	10.4199	5	2	15.1508	0.6			1						81.4663	95.8921	1
X725	0.725	4.6894	31.0788			15			4	3.6068	9.7676	5	2	15.1485	0.6			1						77.4676	91.8911	1
X726	0.65	4.3194	27.8637			18			9.2	3.9362	11.0536	5	2	12.3991	0.6			1				0.6878		84.3107	96.0598	1
X727	0.65	4.3194	27.8637			14.3			2.9	3.179	5.9096	5	2	13.3519	0.6			1				0.6878		68.4095	81.1114	1
X728	0.295	3.6296	10.4009		3	9	0.3	0.15		3.0449	4.4434	6	2.5	18.8996	0.4	3.5169	1.5	0.6746			0.6753			49.5306	68.1352	1
X729	0.295	3.6296	10.4009		3	9	0.3	0.15		3.1079	4.4434	6	2.5	20.1596	0.4	3.5897	1.5	0.6886			0.6753			49.6804	69.545	1
X730	0.62	14.394	21.6383			9.2				2.6546	1.8524	3	2	11.1493	0.4			1				0.3		57.0593	67.8956	1
X731	0.37	12.8954	14.8998			8.7				2.2739	2.282	4	2	10.5052	0.4			1				0.3		49.1211	59.2563	1
X732	0.77	14.6673	31.0077		2.2	11			5.5	3.8907	6.3089	4.43	2	16.3409	0.4			1				0.3		83.4746	99.0455	1
X733	0.27	3.5044	10.2251			10	1			1.7938	5.0471	3	2	11.3011	0.5	2.7015		0.1469		0.6				40.7888	51.8199	1
X734	0.53	2.8534	20.2889			10		1.508		2.7764	13.7776	5	1.5	14.5761	0.6	4.1287		2.1864						65.1494	79.1955	1
X735	0.53	2.8534	21.73			10		1.508		2.8524	13.8564	5	1.5	13.178	0.6	4.1399		2.1923						66.7624	79.4104	1
X736	0.74	10.065	27.4953			20				4.0857	11.4534	5	2.6	17.1599	0.7			5	1.9		2.5			91.5394	107.9593	1
X737	0.69	4.4894	29.56			12				3.0839	8.0284	5	2	10.3619	0.6			1						66.4517	76.1236	1
X738	0.31	3.9244	13.2889			5.8				1.6701	4.5	2.5	2	5.2607	0.7			1				0.6878		36.3812	41.3319	1
X739	0.39	8.6324	15.8329			8				2.0297	1.6239	3	2	8.5249	0.6			1			0.25	0.6556		44.0145	52.1494	1
X740	0.645	4.7297	29.8551			7.5				2.4592	2.0983	3	1.5	7.7463	0.5			1						53.2873	60.3886	1
X741	0.215	3.8685	8.3641			10	0.7824			2.0942	11.9296	2.8	3	8.7956	0.7			1			0.4394			45.1932	53.7738	1
X742	0.67	4.1915	25.2412			10				2.6983	6.9327	5	2	11.3327	0.6			1						58.3337	68.9964	1
X743	0.55	3.9965	22.4295			13			2.8	2.9399	8.9718	5	2	12.3475	0.6			1						63.2877	75.0852	1
X744	0.435	3.5132	16.1641			6				1.5355	0.7335	2	1.8	6.4493	0.5			1						33.6813	39.6956	1
X745	0.545	2.8831	21.5275		2.5	12		1.5258		2.8491	5.945	7.5	1.5	14.9576	0.6	8.0883		2.2436					1	70.7074	85.12	1
X746	0.41	1.58	28.491			8				3.0064	13.6474	5	2	12.627	0.5				0.91					63.5448	75.7618	1
X747	0.3	3.9374	10.0811			9	0.36	0.15		2.0865	5.2762	3	2.5	6.3656	0.4	2.4099		0.2			0.66			40.3611	46.4267	1
X748	0.245	2.8176	13.4023			8		1.4865		4.0541	0.275	8	1.5	13.3785	0.6	6.2698		1.7392					4.4595	52.849	65.9825	1
X749	0.295	3.8703	9.5852			10	0.36	0.15		2.1057	4.4545	3	2.5	5.172	0.4	2.4321	1.5	0.2			1.1227			41.9755	46.8525	1
X750	0.285	5.0081	9.3264			10	0.3	0.15		2.0403	3.7314	3	2.5	6.2246	0.4	2.3565		0.5			0.165			39.7627	45.7023	1
X751	0.285	5.0081	9.9281			10	0.3	0.15		2.1705	4.1314	3	2.5	7.8282	0.4	2.507		0.5			0.165			41.0451	48.5883	1
X752	0.24	3.8725	10.7838		0.119	10	0.36	0.15		2.1646	4.8583	3	2.5	6.2903	0.4	2.5001		0.5			0.9581			42.4064	48.4567	1
X753	0.23	3.0216	7.8306			5		1.4843		2.5345	0.4086	2.5	1.5	10.5942	0.6	2.1795		1.1542					3	31.4433	41.8075	1
X754	0.275	3.925	9.9881		3	14				2.4627	5.6907	6.5	3	10.3432	0.6			1.8618	1.54		1.0094			53.8527	63.9209	1
X755	0.23	6.0104	7.5015			10	0.3	0.15		8.5481	3.2256	5	3	6.5586	0.6	3.2357		0.5			2.1746		5.7621	56.238	62.5666	1
X756	0.305	6.0104	9.9477			12	0.5	0.15		8.3289	0.9785	5	3	9.2544	0.4	3.512		0.5			1.7621		6.5231	58.9177	67.8671	1
X757	0.3	5.8928	13.8231			8.5	0.9312			2.0824	4.9	4	3	8.7459	0.6			1						45.0295	53.4754	1
X758	0.335	3.995	42.0271			7		1.1		2.9561		2.5	2	9.3117	0.5	3.9264								66.3396	75.3163	1
X759	0.645	7.5138	22.2819		2.5	10				2.549	3.4838	2.5	2	13.3821	0.4			1				0.3		55.1735	67.9106	1
X760	0.325	4.2614	17.9124			8.5	0.8804			2.2118	3.5	3	3	9.2896	1			1			0.4943	0.6878	1	47.7731	56.7377	1
X761	0.25	2.0756	9.521			5				1.3298		3.6	1.8	14.1587	0.5	4.5073	1.6	0.8417				0.5	2	33.5254	47.4341	1
X762	0.235	1.9215	13.1192			6		1.508		1.4396	1.1432	3	1.5	6.0463	0.6	2.0551		1.0883						33.6099	39.4212	1
X763	0.63	5.1394	40.9452			12			2.9	4.1442	14.2984	5	2	13.0541	0.6			1						88.6572	101.0813	1
X764	0.66	4.3194	42.895			11				4.0056	14.2984	5	2	12.6178	0.6			1						85.7784	97.7362	1
X765	0.716	7.7194	48.0118			15			2.6	4.398	6.8294	5	2.2	13.8538	0.6			1						94.0746	107.2124	1
X766	0.78	9.115	30.8063			20				4.3037	11.5024	7	2.6	18.0755	0.7			5	1.85		2.5			96.1574	113.4529	1
X767	0.78	20.21	34.1239			20				5.1583	11.7029	8.7	2.8	21.665	0.75			5	1.88		3			114.1051	134.9901	1
X768	0.3	3.9379	16.5			9.5	0.225	0.15		1.9594	5.1339	2.8	2.5	6.3893	0.4	2.8019	0.6	0.1			0.8487			47.7568	53.8461	1
X769	0.725	4.5435	27.2857			22		1.5476	7.6362	6.646	61.3061	5	3	22.8887	0.6	8.9796		0.8123						150.082	172.2457	1
X770	0.725	4.3854	31.0287			9				2.8444	4.8733	5	2	11.9464	0.6			1						61.4568	72.6782	1
X771	0.9	5.2054	32.6634			13				3.0458	2.4464	5	2	12.7922	0.6			1						65.861	77.7532	1
X772	0.905	5.3854	37.5575			13			6.3959	3.9449	8.9596	5	2	16.5687	0.6			1						84.7483	100.412	1
X773	0.2	3.9435	7.9089		1.4	5		0.15		1.4902	0.6136	4	2.5	3.8874	0.4	1.7211		0.15						29.4773	33.1647	1
X774	0.2	3.9435	7.3089		2.5	5		0.15		1.5029	0.5645	4	2.5	3.6914	0.4	1.7359		0.15						29.9557	33.4471	1
X775	0.2	3.9435	7.9089		2.5	5		0.15		1.4959	0.6136	3	2.5	3.9024	0.4	1.7278		0.15						29.5897	33.2921	1
X776	0.4	3.9418	14.9992		10.695	7		0.15		3.3142	5.4128	4	2.5	17.1846	0.4	3.8279		0.15						56.7909	73.5755	1
X777	0.235	3.9614	8.3284			5		0.15		1.4416	1.831	2.8	2	3.7606	0.4	1.665	0.6	0.1						28.5124	32.038	1
X778	0.325	4.0075	14.9102		0.75	9.5	0.255	0.15		2.2199	2.0571	3	2.5	5.7911	0.4	2.564		0.1			1.0778			43.8165	49.2826	1
X779	0.768	3.56	38.1137			25	1.44			4.4401	7.15	5	5	18.6486	0.6			5.5946	0.83		2.1092			99.6056	117.4862	1
X780	0.725	7.4526	29.7655			16.5			4.3502	3.4149	1.8338	5	2	14.3425	0.6			1			0.174	0.6215		73.4375	87.055	1
X781	0.71	5.2907	29.1496			18			6.6496	3.7679	8.337	5	2	15.8252	0.6			1			0.3311			80.8359	95.9511	1
X782	0.31	4.2483	12.2514		0.75	9	0.255	0.15		2.1524	4.9517	2.8	2.5	5.6149	0.4	2.486		0.1			0.126			42.4808	47.7857	1
X783	0.22	2.1211	8.5274		1.6	5				1.2424		3.6	2	10.4364	0.5	3.9121		0.7305				0.5	1	30.9535	41.1699	1
X784	0.22	2.1211	8.5274		4	5.25				1.3449		3	2	11.2974	0.5	4.2348		0.7908				0.5	1	33.489	44.5664	1
X785	0.2	2.1211	7.7522		3.6	5.25				1.3162		3.6	2	13.8198	0.5	4.4403		0.8292				0.5	1	33.109	46.7288	1
X786	0.485	6.1354	26.386			17			1.7895	3.3976	14.0501	5	3	11.0792	0.5	4.8586								82.6022	93.1964	1
X787	0.29	4.0172	10.4344		0.5	14	0.7	0.15		2.7158	5.5107	5	3	9.0525	0.4	3.1367		0.2			0.8004		0.75	51.6052	60.3677	1
X788	0.245	3.6353	14.4391			9.5	0.3	0.15		2.12	3.3178	2.2	2.2	5.5305	0.5	2.4486		0.2348			0.628			41.9186	47.2041	1
X789	0.3	4.085	13.5			9.5	0.225	0.15		1.8183	4.9931	2.8	2.5	5.9293	0.4	2.6002	0.5	0.1			0.8758			44.3474	49.9767	1
X790	0.32	3.7037	17.611			5	0.838			1.6727	1.1007	2.5	2	5.2689	0.5			1				0.2		36.4461	41.395	1
X791	0.63	4.9533	26.2775			9				2.6911	7.0908	4	2	11.3025	0.5			1						58.1427	68.8152	1
X792	0.69	4.9433	29.1275			10				2.9735	8.8982	4	2	9.3664	0.5			1						64.1325	72.8089	1
X793	0.455	6.1433	18.9782			8				2.047	1.3179	4	2	6.448	0.5			1						44.4414	50.4344	1
X794	0.55	4.9533	27.0093			8				2.6452	5.942	4	2	11.11	0.5			1				0.5		57.0998	67.6598	1
X795	0.62	4.9433	30.4468			10				3.0639	8.8885	4	2	12.8685	0.5			1				0.5		65.9625	78.211	1
